用户问句	名词短语
公布机构席位买入个股数	机构席位_|_个股数
公布机构席位卖出个股数	机构席位
公布年报的上市公司有哪些	上市公司
公募基金调研股	公募基金调研股
公司的盈利能力怎么计算	盈利能力
公司几日停牌	公司_|_停牌
公司为什么要回购	回购
公司总资产计算公式	公司总资产
攻击波是什么	攻击波
龚宇实际控制上市公司有哪些	上市公司
共达电声复牌有涨跌停限制吗	共达电声
共进股份庄家的持股价格是多少	共进股份_|_庄家的持股价格
共有多少家上市公司	上市公司
贡献度是什么	贡献度
供货给国轩高科的上市公司有哪些	国轩高科_|_上市公司
供货特斯拉上市公司有哪些	特斯拉_|_上市公司
购买港股通红利税	港股通红利税
购买港股通有什么要求	港股通
估值怎么算	估值
古城矿业像庄股嘛！	古城矿业_|_庄股
股本股东里的新进是什么意思	股本股东
股东大会2019.1.10-3.11	股东大会
股东大会2019.3.10-2019.7.18	股东大会
股东大会的公告在哪里看	股东大会_|_公告
股东大会的内容在哪看	股东大会
股东大会的内容在哪里看	股东大会
股东大会登记日20210507	股东大会登记日
股东大会对股价有什么影响	股东大会_|_股价
股东大会对股价有影响吗	股东大会_|_股价
股东大会对股票有什么影响	股东大会_|_股票
股东大会对协鑫集成有什么影响	股东大会_|_协鑫集成
股东大会公告日2019年12月18日	股东大会公告日
股东大会公告是利好	股东大会公告
股东大会股权登记日是什么	股东大会_|_股权登记日
股东大会杭州	股东大会
股东大会结果	股东大会
股东大会决议通过	股东大会
股东大会可以参加吗	股东大会
股东大会名称包含2018年度股东大会	股东大会
股东大会名称包含2018年度股东大会或	股东大会_|_股东大会
股东大会名称包含2018年度股东大会或2018年年度股东大会	股东大会
股东大会批准之后是什么	股东大会
股东大会批准重组	股东大会
股东大会如果投票	股东大会
股东大会上海2021	股东大会
股东大会审议通过股权激励	股东大会
股东大会是利好还是利空	股东大会
股东大会是利好吗	股东大会
股东大会是利空还是利好	股东大会
股东大会停牌	股东大会
股东大会停牌吗	股东大会
股东大会通过6月17日	股东大会
股东大会通过的分配方案	股东大会_|_分配方案
股东大会通过分配方案后	股东大会_|_分配方案
股东大会通过利润分配方案	股东大会_|_利润分配方案
股东大会通过是什么意思	股东大会
股东大会投票入口在哪里	股东大会_|_投票入口
股东大会投票在哪里	股东大会
股东大会网络投票入口在哪里	股东大会_|_网络投票入口
股东大会网络投票系统	股东大会_|_网络投票系统
股东大会网络投票怎么投	股东大会
股东大会网络投票怎样操作	股东大会
股东大会网上投票	股东大会
股东大会我都不想参加	股东大会
股东大会已通过重组方案	股东大会_|_重组方案
股东大会有什么利好	股东大会
股东大会在3月召开的送转股	股东大会_|_送转股
股东大会在4.22-4.26	股东大会
股东大会在哪里	股东大会
股东大会在那投票了	股东大会
股东大会怎么参加	股东大会
股东大会怎么网络投票	股东大会
股东大会怎样投票	股东大会
股东大会召开公告日期未来7天	股东大会_|_公告日期
股东代码是什么意思	股东代码
股东户数/机构席位家数	股东户数_|_机构席位家数
股东人数减少是利空还是利好	股东人数减少
股东是叶飞	股东_|_叶飞
股东为三峡集团上市的公司有哪些	股东_|_三峡集团_|_上市的公司
股东限制是什么意思	股东限制
股东有叶飞	叶飞_|_股东
股份代码前加R是什么意思	股份代码
股份黄银波	黄银波
股份解禁类型是股权激励限售股份	股份解禁类型_|_股权激励限售股份
股价的每股收益是怎么算出来的	每股收益
股价低于机构评级最低价	股价_|_机构评级最低价
股价低于机构评级最低价的股	股价_|_机构评级最低价
股价估值怎么算的	股价估值
股价计算	股价
股价计算方法	股价
股价下跌超过70%的上市公司有哪些	上市公司
股价异常波动的公告	股价异常波动_|_公告
股价异常波动的股票	股票
股价异常波动多少需要发公告	股价异常波动
股价异常波动停牌	股价异常波动
股价异常波动停牌的股票	股价_|_股票
股价异常波动停牌的股票	股价异常波动_|_股票
股价异常波动停牌多久	股价
股价异动标准	股价异动标准
股价在10元以下的庄股	庄股
股价在底部庄家洗盘结束均线多头排列	均线多头排列
股价在庄家顶底底部较好买点出现终	庄家顶底
股利支付率高背后有什么含义	股利支付率
股利支付率是什么意思	股利支付率
股民叶飞	股民叶飞
股民叶飞持股	股民叶飞
股票200日均线怎么看	股票
股票pe什么意思	pe
股票被机构调研意味什么	股票
股票成本计算	股票成本
股票成交异动短线精灵2021年1月8日	短线精灵
股票存在庄家操控吗？	股票
股票大宗交易折价意味着什么	股票大宗交易
股票代码的区别	股票代码
股票代码前加╳D是什么意思	股票代码前加╳D
股票代码前加R是什么意思	股票代码
股票的估值水平越高越好吗	股票的估值水平
股票的估值怎么计算	估值
股票的股力值是什么意思啊	股票
股票的基本面是什么	股票
股票的融 和创 是啥意思	融_|_创
股票的账面价值是什么意思	股票
股票的庄家	庄家
股票第三期股权激励	股票
股票冻结量是什么意思	股票冻结量
股票分红除权除息啥意思	股票分红除权除息
股票分红怎么计算	股票分红
股票分红怎么算	股票分红
股票负数是什么意思	股票
股票复牌及停牌制度	停牌制度
股票复牌新规规定	新规规定
股票公积金是什么意思	股票公积金
股票机构评级哪里看？	股票
股票基础术语	股票基础术语
股票激励公告	股票激励公告
股票激励后期走势	后期走势
股票激励计划后期走势	股票激励计划
股票交易异常波动公告次日走势	股票交易异常波动公告
股票交易异常波动公告是利空信息	股票交易异常波动公告_|_利空信息
股票交易异常波动公告是利空信息吗	股票交易异常波动公告_|_利空信息吗
股票蛟龙出海计算标准	蛟龙出海
股票近期异动，是指什么	股票近期异动
股票竞价异动是什么意思	股票竞价异动
股票利润怎么算	股票利润
股票买卖的费用	股票买卖
股票买入费用怎么算	股票买入费用
股票名词解释	股票
股票目标价如何算	股票
股票期权激励的股票	股票
股票期权激励对股票有什么影响	股票
股票期权激励计划公告	股票期权_|_激励计划公告
股票期权激励计划是什么	股票期权_|_激励计划
股票期权激励计划预留权益失效	预留权益
股票期权激励价格是什么意思	股票期权_|_激励价格
股票期权是什么意思	股票期权
股票散户减少是利好还是利空	股票散户减少
股票上涨百分之二十以上，庄家筹码仍然还在	庄家筹码
股票十转三是什么意思呀	股票十转三
股票是什么意思	股票
股票缩量上涨代表什么	股票缩量
股票缩量下跌是好还是坏	缩量下跌
股票套牢什么意思	股票套牢
股票要多久复牌	股票
股票异常波动标准	股票异常波动标准
股票异常波动是好还是坏	股票异常波动
股票异常波动是利好吗	股票异常波动
股票异常波动停牌	股票
股票异常波动停牌最久股票	股票异常波动
股票异动标准	股票异动标准
股票异动精灵什么意思	股票异动精灵
股票异动类型有哪几种	股票异动类型
股票异动哪里看	股票异动
股票异动哪里设置	股票异动
股票异动提醒	股票异动
股票异动提醒如何设置	股票异动提醒
股票异动提醒在哪看	股票异动
股票异动提醒怎么设置	股票异动提醒
股票异动在哪里看	股票异动
股票异动在那里看	股票异动
股票异动怎么看	股票异动
股票异动怎么设置	股票异动
股票异动指标	股票异动指标
股票有庄家吗？	庄家
股票怎么看支撑位	支撑位
股票增发复牌有涨幅限制吗	涨幅限制
股票账户是什么	股票
股票质压是利好还是利空	股票质压
股票质押含义	股票质押
股票中的内盘和外盘什么意思	内盘_|_外盘
股票中的庄家是什么意思	股票_|_庄家
股票中对倒盘的实例分析	对倒盘
股票终止上市	股票
股票庄家	股票庄家
股票庄家都是些什么样的人	股票庄家
股票庄家是是	庄家
股票庄家是谁	股票庄家
股票庄家有哪些	庄家
股票资金活期理财	股票资金活期理财
股票总成交金额怎么算	股票总成交金额
股权登记日_股东大会7月20日以后	股权登记日_|_股东大会
股权登记日_股东大会本月	股权登记日_|_股东大会
股权登记日_股东大会是未来三天	股权登记日_|_股东大会
股权登记日是什么意思	股权登记日
股权登记日有规定吗	股权登记日
股权激励成本价格多少	股权激励成本
股权激励承诺的净利润复合增速超过25%的公司数量	股权激励承诺的净利润_|_复合增速
股权激励的股票从哪里来	股票
股权激励的股票从那里来	股票
股权激励的股票会涨吗	股票
股权激励的股票来源	股票来源
股权激励的股票来源是哪里	股票来源
股权激励的股票是哪里来的	股票
股权激励的股票走势	股票走势
股权激励的股票走势如何	股票走势
股权激励费用	股权激励费用
股权激励公告后连续涨停	公告
股权激励公告及价格	公告_|_价格
股权激励股份解禁是利空还是利好	股权激励股份解禁
股权激励股价会涨吗	股价
股权激励股票走势	股票走势
股权激励后股票走势	股票
股权激励激励标的物为期权	物为期权
股权激励激励标的物为期权2020	物为期权
股权激励计划实施的股票	股票
股权激励解锁条件	解锁条件
股权激励净利润复合增速超过25%	股权激励净利润_|_复合增速
股权激励类型	股权激励类型
股权激励类型是什么	股权激励类型
股权激励人数	股权激励人数
股权激励如何解决经营者与股东的矛盾	经营者_|_股东
股权激励是什么	股权激励
股权激励首次公告日涨幅大于1%个股	公告日
股权激励首次公告日涨幅大于6%	公告日
股权激励首次公告日涨停	公告日
股权激励首个公告日股票走势	公告日_|_股票走势
股权激励首日公告	首日公告
股权激励条件年利润复合增长大于30%	股权激励条件
股权激励条件年收入复合增长大于20%	股权激励条件
股权激励限售股份的意思	股权激励限售股份
股权激励限售股份啥意思	股权激励限售股份
股权激励限售股份是啥意思	股权激励限售股份
股权激励限售股份是什么意思	股权激励限售股份
